Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Titanvene™,HD6070UA,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1500.0,,,,7.5
InnoPlus,HD1600J,"Polyethylene, High Density",HDPE,PE-HD,27.5,,1320.0,,,,12.0
InnoPlus,HD1600JP,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1320.0,,,,12.0
InnoPlus,HD2401C,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1570.0,,,,7.0
InnoPlus,HD3000C,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1110.0,,,,2.0
InnoPlus,HD3355F,"Polyethylene, High Density",HDPE,PE-HD,23.5,,1080.0,,,,1.1
InnoPlus,HD4200B,"Polyethylene, High Density",HDPE,PE-HD,30.4,,1770.0,,,,0.67
InnoPlus,HD6001C,"Polyethylene, High Density",HDPE,PE-HD,31.4,,1370.0,,,,0.4
InnoPlus,HD6600B,"Polyethylene, High Density",HDPE,PE-HD,31.4,,1370.0,,,,0.4
InnoPlus,HD7200B,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,29.4,,1180.0,,,,0.04
Qenos PE,GM7655 White 22,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,0.2
Qenos PE,HD115,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,25.0,,920.0,,600.0,,0.04
Qenos PE,HD2845,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,28.0,,920.0,,800.0,,0.2
Kemcor,HD 2470,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.0,130.0,970.0,,,,0.1
Kemcor,HD 2830,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,0.7
Kemcor,HD 3490,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,0.1
Kemcor,HD 4003,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,650.0,,0.7
Kemcor,HD 8951,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,29.0,,,,240.0,,10.0
Kemcor,HD 8952,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,21.0,,,,240.0,,23.0
Kemcor,HD 8953,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,22.0,,,,240.0,,30.0
Alkatane®,GF7660,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1350.0,,,,0.3
Alkatane®,GF7740F2,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,,,0.4
Alkatane®,HD5148,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1300.0,,,,0.83
Alkatane®,HDF895,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.8
Lotrène® HDPE,Q 5502BN,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1370.0,,,,0.35
Asrene®,UB5502H,"Polyethylene, High Density",HDPE,PE-HD,36.0,,1300.0,,,,0.23
Blackstripe®,8400 Series Yellow HDPE Pipe,"Polyethylene, High Density",HDPE,PE-HD,24.1,,103.0,,,,7.5
DRISCOPLEX®,6400 Oil and Gas Gathering,"Polyethylene, High Density",HDPE,PE-HD,24.1,,827.0,,1210.0,,0.08
Yellowstripe®,8300 Series,"Polyethylene, High Density",HDPE,PE-HD,24.1,,965.0,,,,9.0
Terralene®,HD 4527,"Polyethylene, High Density",HDPE,PE-HD-MD,,,1750.0,25.0,1850.0,,13.0
Terralene®,PP 3505,"Polyethylene, High Density",HDPE,PE-HD,,,,,1100.0,,11.0
Terralene®,PP 4732,"Polyethylene, High Density",HDPE,PE-HD-MD,,,,,1850.0,,1.2
Hanwha TotalEnergies PE,F110A,"Polyethylene, High Density",HDPE,PE-HD,21.6,,883.0,,,,0.05
Hanwha TotalEnergies PE,J441A,"Polyethylene, High Density",HDPE,PE-HD,32.4,134.0,1080.0,,,,4.1
Hanwha TotalEnergies PE,XLS10B,"Polyethylene, High Density",HDPE,PE-HD,21.0,129.0,1100.0,,,,0.2
Hanwha TotalEnergies PE,XRT70K,"Polyethylene, High Density",HDPE,PE-HD,23.0,,750.0,,850.0,,0.65
Play-Tec®,UV-stabilized bicolor,"Polyethylene, High Density",HDPE,PE-HD,23.0,130.0,,,1100.0,,
Polystone®,Cut-Rite black,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G B 100 BIO (mb) black,"Polyethylene, High Density",HDPE,PE-HD,23.0,130.0,,,1100.0,,
Polystone®,G B 100 black extruded,"Polyethylene, High Density",HDPE,PE-HD,23.0,130.0,,,1100.0,,
Polystone®,G B black extruded,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G black,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G EL black extruded,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1100.0,,
Polystone®,G HD + UV-stabilized blue,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1100.0,,
Polystone®,G HD blue extruded,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G HD grey extruded,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G HD natural pressed,"Polyethylene, High Density",HDPE,PE-HD,22.0,130.0,,,1000.0,,
Polystone®,G vacuum formable natural,"Polyethylene, High Density",HDPE,PE-HD,22.0,,,,1100.0,,
PermaStat®,700,"Polyethylene, High Density",HDPE,PE-HD,,,689.0,17.9,689.0,,
RTP,799 X 143175 (ISO),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,
Marlex®,HXM 50100P,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1200.0,,,,10.0
SCG HDPE,S1000P,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,,,0.19
SCG HDPE,X34H009F,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.6
SCGC GREEN POLYMER,SX002J,"Polyethylene, High Density",HDPE,PE-HD,25.0,130.0,1080.0,,1000.0,,0.55
PolyGen®,0355 G HDPE,"Polyethylene, High Density",HDPE,PE-HD,26.2,,965.0,,,,0.35
PolyGen®,0355 HDPE,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1310.0,,,,0.35
PolyGen®,0446 HDPE,"Polyethylene, High Density",HDPE,PE-HD,23.8,,1020.0,,,,0.4
Eraclene®,BB 82 BCA,"Polyethylene, High Density",HDPE,PE-HD,27.0,132.0,1200.0,,,,0.15
Eraclene®,FC 82 BCA,"Polyethylene, High Density",HDPE,PE-HD,,131.0,,,,,0.3
Eraclene®,MP 90 U BA,"Polyethylene, High Density",HDPE,PE-HD,30.0,135.0,1450.0,,,,7.5
Eraclene®,MS 80 U BCA,"Polyethylene, High Density",HDPE,PE-HD,27.0,132.0,1350.0,,,,27.0
Pharmalene®,ML 70 PH BCA,"Polyethylene, High Density",HDPE,PE-HD,25.0,131.0,1100.0,,,,2.8
Pharmalene®,MP 90 PH BCA,"Polyethylene, High Density",HDPE,PE-HD,30.0,135.0,1450.0,,,,7.0
VERDANT™,RRHD00355Z,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.2
VINPOL™,HD0252,"Polyethylene, High Density",HDPE,PE-HD,0.172,,,,7.58,,2.0
VINPOL™,HD05553,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,5.5
VINPOL™,HD0646,"Polyethylene, High Density",HDPE,PE-HD,23.6,128.0,1010.0,,765.0,,6.0
VINPOL™,HD07052,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1100.0,,,,7.0
VINPOL™,HD08061,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,8.0
VINPOL™,HD12H44F,"Polyethylene, High Density",HDPE,PE-HD,22.1,,965.0,,,,0.11
VINPOL™,HD20052,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1200.0,,,,20.0
VINPOL™,HD21H45,"Polyethylene, High Density",HDPE,PE-HD,19.3,,896.0,,,,21.0
VINPOL™,HD65052,"Polyethylene, High Density",HDPE,PE-HD,,,1040.0,,,,65.0
VINPOL™ Everlast,HD0245UG,"Polyethylene, High Density",HDPE,PE-HD,22.8,,1030.0,,,,2.0
VINPOL™ Extreme,HD0548UG,"Polyethylene, High Density",HDPE,PE-HD,23.3,,1100.0,,,,5.0
Sinpolene,MBB1263,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,30.0
HiFill®,HDPE GF10 CC,"Polyethylene, High Density",HDPE,PE-HD-GF10,,,1590.0,68.9,,,6.0
HiFill®,HDPE GF25 CC,"Polyethylene, High Density",HDPE,PE-HD-GF25,,,3450.0,75.8,,,
HiFill®,HDPE UV,"Polyethylene, High Density",HDPE,PE-HD,31.0,,1210.0,41.4,,,20.0
Electrafil®,HDPE 04001 LE BK,"Polyethylene, High Density",HDPE,PE-HD-X,,,1520.0,55.2,,,
Electrafil®,HDPE 12009,"Polyethylene, High Density",HDPE,PE-HD-X,,,689.0,24.1,,,15.0
Electrafil®,HDPE C BK,"Polyethylene, High Density",HDPE,PE-HD,,,1210.0,41.4,,,20.0
Hanwha TotalEnergies PE,F920A,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.0
HIPLEX®,HHM 5202,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,,,0.2
HIPLEX®,HUM 45010,"Polyethylene, High Density",HDPE,PE-HD,38.0,,1100.0,,,,1.0
Hoegolen®,AIM GF10 blue 5117,"Polyethylene, High Density",HDPE,PE-HD-GF,,,,,1400.0,,12.0
STAR,HDPE B03954P,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1380.0,,,,0.35
STAR,HDPE B10950G,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1140.0,,,,10.0
STAR,HDPE B10950P,"Polyethylene, High Density",HDPE,PE-HD,25.5,,1140.0,,,,10.0
STAR,HDPE B20H954,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,20.0
STAR,HDPE B3954P,"Polyethylene, High Density",HDPE,PE-HD,26.2,,1170.0,,,,0.1
STAR,HDPE C5952,"Polyethylene, High Density",HDPE,PE-HD,20.7,,1030.0,,,,2.0
STAR,HDPE CP4525,"Polyethylene, High Density",HDPE,PE-HD,,,827.0,,,,0.3
STAR,HDPE M20953,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1210.0,,,,20.0
STAR,HDPE M7960,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1300.0,,,,7.0
STAR,HDPE M8960,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1300.0,,,,8.0
STAR,HDPE REPRO BLACK Frac Melt,"Polyethylene, High Density",HDPE,PE-HD,21.4,,965.0,,,,0.35
SILVER®,PE 1011.MH,"Polyethylene, Low Density + HDPE",LDPE+HDPE,(PE-HD+PE-LD)-CD,,,,,,,1.0
SILVER®,PE 1044.GH,"Polyethylene, High Density",HDPE,PE-HD,16.0,,,,,,0.5
Halene H,M5025L,"Polyethylene, High Density",HDPE,PE-HD,20.0,,800.0,,,,30.0
Halene H,P5200,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1000.0,,,,0.2
Halene H,P5200UV,"Polyethylene, High Density",HDPE,PE-HD,25.0,,1000.0,,,,0.2
EQUATE PE,EMDA-6147,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,26.0,131.0,1180.0,,,,0.07
TECAFINE®,HDPE natural,"Polyethylene, High Density",HDPE,PE-HD,25.5,,965.0,27.6,965.0,,
HYPEL®,PEHD10/.964,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1300.0,,,,10.0
ADVANCENE™,bEE-4906-AAH,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.0,,1000.0,,,,0.2
ADVANCENE™,EM-4810-AAH,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.8,,855.0,,,,10.0
TECHNOGRAN®,PEHDI SUV,"Polyethylene, High Density",HDPE,PE-HD,16.0,,700.0,9.0,750.0,,2.5
Ethylplus,627 HD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.9
Terralene®,WF 3516,"Polyethylene, High Density",HDPE,PE-HD-NX,,130.0,1270.0,22.0,1310.0,,13.0
Verity™,HDPE00149,"Polyethylene, High Density",HDPE,PE-HD,24.8,,1170.0,,,,10.0
Verity™,HDPE00353,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1380.0,,,,0.35
TAISOX®,7001,"Polyethylene, High Density",HDPE,PE-HD,24.5,130.0,,,,,0.07
TAISOX®,8003,"Polyethylene, High Density",HDPE,PE-HD,29.4,134.0,,,,,0.25
TAISOX®,8003H,"Polyethylene, High Density",HDPE,PE-HD,29.4,134.0,,,,,0.3
SureSpec,HD51-06,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.8,,1070.0,,,,0.06
SureSpec,HD53-3000,"Polyethylene, High Density",HDPE,PE-HD,23.4,,1000.0,,,,30.0
SureSpec,HD53-4000,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1140.0,,,,40.0
SureSpec,HD54-05,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,26.0,,1170.0,,,,0.028
SureSpec,HD55-30,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1340.0,,,,0.35
SureSpec,HW50-001,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
Formolene®,E6210A,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,24.0,,931.0,,,,0.04
Formolene®,E927,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,131.0,,,,,0.07
Formolene®,HB5502F,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1370.0,,,,0.35
G-Lex,B55HM0003,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,22.6,,861.0,,,,0.05
G-Lene,E45A003,"Polyethylene, High Density",HDPE,PE-HD,18.6,,559.0,,,,0.6
Paxon™,AA48-002,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,25.0,,719.0,,,,0.21
Paxon™,AB50-003,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,25.8,,770.0,,,,0.25
Paxon™,BA54-030,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,27.7,,855.0,,,,0.1
ExxonMobil™ HDPE,HD 6704.18,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,26.2,,1330.0,,,,
ExxonMobil™ HDPE,HD 6733.17,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,23.6,,1150.0,,,,33.0
ExxonMobil™ HDPE,HPA 020HD5 Wire & Cable,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,27.0,,960.0,,,,0.35
ExxonMobil™ HDPE,HYA 800,"Polyethylene, High Density (UHMW)","HDPE, UHMW",PE-UHMW,24.8,,,,1370.0,,0.7
LINXIDAN®,LX4433,"Polyethylene, High Density",HDPE,PE-HD-NX50,,130.0,2920.0,35.0,,,0.6
Safrene®,F 7650,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1200.0,,,,0.33
Safrene®,H 4765,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1450.0,,,,0.33
Sasol Polymers PE,HD5208 FLX,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,
SCG HDPE,H112PC,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1000.0,,,,0.2
SCG HDPE,H567JA,"Polyethylene, High Density",HDPE,PE-HD,24.5,130.0,1030.0,,,,1.0
SCG HDPE,H568JA,"Polyethylene, High Density",HDPE,PE-HD,25.0,130.0,1080.0,,1100.0,,0.8
SCG HDPE,H619F,"Polyethylene, High Density",HDPE,PE-HD,,135.0,,,,,0.7
SCG HDPE,H6670B,"Polyethylene, High Density",HDPE,PE-HD,31.4,132.0,1470.0,,,,0.7
SAXAPLAST™,HDPE06-N001,"Polyethylene, High Density",HDPE,PE-HD,,,,,1050.0,,
SABIC® Vestolen A,5061R 65308 Blue,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.65
SABIC® Vestolen A,6060S 62434 Orange Yellow,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.34
SABIC® Vestolen A,RELY 5944HT 10000 Black,"Polyethylene, High Density",HDPE,PE-HD,25.0,136.0,,,1100.0,,0.2
SABIC® HDPE,B5403,"Polyethylene, High Density",HDPE,PE-HD,27.0,,,,1200.0,,2.6
SABIC® HDPE,B5428,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1100.0,,1200.0,,0.3
SABIC® HDPE,B6246LS,"Polyethylene, High Density",HDPE,PE-HD,29.0,135.0,1600.0,31.0,1300.0,,0.5
SABIC® HDPE,CC2056,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,28.0,132.0,,,1200.0,,20.0
SABIC® HDPE,CC860,"Polyethylene, High Density",HDPE,PE-HD,25.0,,750.0,23.0,,,7.0
SABIC® HDPE,F00851,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,,,,,,0.3
SABIC® HDPE,F01552,"Polyethylene, High Density (MMW)","HDPE, MMW",PE-HD,,,,,,,0.15
SABIC® HDPE,FJ00952,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.05
SABIC® HDPE,ICP5506,"Polyethylene, High Density",HDPE,PE-HD,26.0,133.0,1300.0,27.0,1100.0,,5.7
SABIC® HDPE,M40060S,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,24.0,,900.0,24.0,950.0,,4.0
SABIC® HDPE,P4808NA,"Polyethylene, High Density",HDPE,PE-HD,22.0,,820.0,25.0,850.0,,0.23
SABIC® HDPE,P6006,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,900.0,,0.23
SABIC® HDPE,PCG453,"Polyethylene, High Density",HDPE,PE-HD,26.0,132.0,1200.0,26.0,1100.0,,4.7
SABIC® HDPE,PCG863,"Polyethylene, High Density",HDPE,PE-HD,31.0,134.0,1650.0,32.0,1450.0,,8.0
Arak LLDPE,HD5218EA,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1000.0,,,,18.0
Arak LLDPE,HD6070EA,"Polyethylene, High Density",HDPE,PE-HD,32.0,,1250.0,,,,7.0
Arak HDPE,I3,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,23.0
EGYPTENE,HD 5301 FB,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.05
EGYPTENE,HD 5740 UA,"Polyethylene, High Density",HDPE,PE-HD,27.0,,1250.0,,,,4.0
SIMONA®,HDPE Boatboard,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1650.0,,,,
TABOREX®,TA 1132 HD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.9
TABOREX®,TA 1160 CL,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,1.6
TABOREX®,TA 3004 HD,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,6.5
Yanshan PE,2200J,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,,,5.5
Yanshan PE,5300B,"Polyethylene, High Density",HDPE,PE-HD,23.5,,,,,,0.4
Yanshan PE,6100M,"Polyethylene, High Density",HDPE,PE-HD,18.0,,,,,,0.13
Yanshan PE,7000F,"Polyethylene, High Density",HDPE,PE-HD,24.0,,,,,,0.042
Yanshan PE,7300M,"Polyethylene, High Density",HDPE,PE-HD,22.0,,,,,,0.07
YUZEX™,2520,"Polyethylene, High Density",HDPE,PE-HD,27.5,,1080.0,,,,0.35
YUZEX™,2600S,"Polyethylene, High Density",HDPE,PE-HD,28.4,,1180.0,,,,0.18
YUCLAIR™,JH910,"Polyethylene, High Density",HDPE,PE-HD,26.5,,1180.0,,,,8.5
YUCLAIR™,JK910,"Polyethylene, High Density",HDPE,PE-HD,25.5,,902.0,,,,20.0
PRIMALENE,WPP702A,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1380.0,,,,0.35
PRIMALENE,WPP702Z,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1450.0,,,,0.35
PRIMALENE,WPP741,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1280.0,,,,12.0
PRIMALENE,WPP822,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,29.0,,1340.0,,,,
ETILINAS,HD5201AA,"Polyethylene, High Density",HDPE,PE-HD,25.0,,,,,,0.5
ETILINAS,HD5739UB,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1100.0,,,,3.9
Prixene®,EA200I54,"Polyethylene, High Density",HDPE,PE-HD,28.3,,1140.0,,,,20.0
POLYSLICK®,LUNS,"Polyethylene, High Density",HDPE,PE-HD,24.1,133.0,,,,,
SCANFILL,BOTTLE BY45C2,"Polyethylene, High Density",HDPE,PE-HD-MD45,,,1800.0,31.0,,,0.1
Piolen® PE,T30A103,"Polyethylene, High Density",HDPE,PE-HD-MD30,27.0,,2100.0,,,,0.3
PrimaFlex®,HD 5117,"Polyethylene, High Density",HDPE,PE-HD,23.4,,1000.0,,,,17.0
VENELENE®,2707AP,"Polyethylene, High Density",HDPE,PE-HD,22.0,,670.0,19.0,,,5.5
VENELENE®,6100M,"Polyethylene, High Density",HDPE,PE-HD,23.0,,950.0,13.0,300.0,,0.12
VENELENE®,7000F,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.045
VENELENE®,7700M,"Polyethylene, High Density",HDPE,PE-HD,26.0,,950.0,15.0,,,0.045
POLYCOMPO PE,2100J,"Polyethylene, High Density",HDPE,PE-HD,21.0,,860.0,,,,5.8
POLYCOMPO PE,3300F,"Polyethylene, High Density",HDPE,PE-HD,21.0,,780.0,,,,1.1
POLYCOMPO PE,5000SR,"Polyethylene, High Density",HDPE,PE-HD,26.0,,1100.0,,,,0.37
POLYCOMPO PE,8000F,"Polyethylene, High Density",HDPE,PE-HD,23.0,,1000.0,,,,0.03
PETILEN,YY F00756,"Polyethylene, High Density",HDPE,PE-HD,24.0,,1000.0,,,,0.07
PETILEN,YY S00356,"Polyethylene, High Density",HDPE,PE-HD,24.0,,950.0,,,,0.04
PETILEN,YY S0464,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1150.0,,,,0.36
HIVAL®,PE HD 506060,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1520.0,,,,8.5
HIVAL®,PE HD 521054,"Polyethylene, High Density",HDPE,PE-HD,26.1,,1170.0,,,,20.0
HIVAL®,PE HD 534050,"Polyethylene, High Density",HDPE,PE-HD,23.4,,1120.0,,,,33.0
HIVAL®,PE HDBM 5000951 HMW,"Polyethylene, High Density",HDPE,PE-HD,,132.0,827.0,,,,0.08
NPC PE,HD-5502GA,"Polyethylene, High Density",HDPE,PE-HD,30.0,,1000.0,,,,0.23
SURPASS®,CCs757-A,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,29.0,,1380.0,,,,7.0
SCLAIR®,2907,"Polyethylene, High Density",HDPE,PE-HD,29.0,,1280.0,,,,4.9
SCLAIR®,56B4,"Polyethylene, High Density",HDPE,PE-HD,23.0,,970.0,,,,0.34
NOVAPOL®,HB-W555-A,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1400.0,,,,5.0
NOVAPOL®,HB-W555-EC,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1400.0,,,,5.0
NEFTEKHIM PE,2062T (62107),"Polyethylene, High Density",HDPE,PE-HD,,,1500.0,,,,6.0
NEFTEKHIM PE,4050R,"Polyethylene, High Density",HDPE,PE-HD,,,1100.0,,,,3.6
NEFTEKHIM PE,4252A (524H1),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.1
NEFTEKHIM PE,4252J (524F2),"Polyethylene, High Density",HDPE,PE-HD,,,1250.0,,,,0.15
NEFTEKHIM PE,4850B (504H3),"Polyethylene, High Density",HDPE,PE-HD,,,1000.0,,,,0.2
NEFTEKHIM PE,4851B (504H3),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.2
NEFTEKHIM PE,6146M,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.4
NEFTEKHIM PE,6148D,"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.4
NEFTEKHIM PE,6250D (506H4),"Polyethylene, High Density",HDPE,PE-HD,,,1200.0,,,,0.3
NEFTEKHIM PE,6254M,"Polyethylene, High Density",HDPE,PE-HD,,,1200.0,,,,0.4
NEFTEKHIM PE,6348M (486F8),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.7
NEFTEKHIM PE,6753G (526H7),"Polyethylene, High Density",HDPE,PE-HD,,,,,,,0.6
NEFTEKHIM PE,6948C (486H3),"Polyethylene, High Density",HDPE,PE-HD,,,900.0,,,,0.1
LITEN®,BB 58-030,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,27.0,134.0,1400.0,,1100.0,,0.3
LITEN®,EB 43-013,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,18.0,130.0,900.0,,700.0,,0.6
LITEN®,FB 15,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,22.0,,950.0,,900.0,,0.1
LITEN®,FB 41-018,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,19.0,,750.0,,650.0,,0.18
LITEN®,MB 87,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,22.0,,900.0,,950.0,,25.0
Osterlene®,HD050-GP,"Polyethylene, High Density",HDPE,PE-HD,30.3,,1520.0,,,,0.5
Osterlene®,HD500-GP,"Polyethylene, High Density",HDPE,PE-HD,28.0,131.0,1370.0,,1020.0,,4.5
FARALLOY®,PE-106,"Polyethylene, High Density",HDPE,PE-HD-FR,,,1030.0,27.6,,,24.0
LUBAN™,DMDA-6200,"Polyethylene, High Density",HDPE,PE-HD,26.9,,1000.0,,,,0.42
LUBAN™,HMA-016,"Polyethylene, High Density",HDPE,PE-HD,23.0,,,,,,20.0
Moharamplast HDPE,MP6004-100,"Polyethylene, High Density",HDPE,PE-HD,24.0,120.0,,,,,0.4
Moharamplast HDPE,MP-COAT 5205,"Polyethylene, High Density",HDPE,PE-HD,18.6,129.0,,,,,0.5
TIPELIN®,6010B,"Polyethylene, High Density",HDPE,PE-HD,,,1750.0,,,,0.3
TIPELIN®,6300B,"Polyethylene, High Density",HDPE,PE-HD,,,1500.0,,,,0.3
TIPELIN®,7300B,"Polyethylene, High Density",HDPE,PE-HD,,,1500.0,,,,0.1
TIPELIN®,FS 471-02,"Polyethylene, High Density",HDPE,PE-HD,,,1180.0,,,,0.18
Exelene® HDPE,5502M,"Polyethylene, High Density Copolymer",HDPE Copolymer,PE-HD,27.6,129.0,1380.0,,,,0.35
Exelene® HDPE,7000,"Polyethylene, High Density (HMW)","HDPE, HMW",PE-HD,,131.0,,,,,0.07
Exelene® HDPE,8000,"Polyethylene, High Density",HDPE,PE-HD,31.0,133.0,1210.0,,,,8.0
CERTENE™,HHP-1244,"Polyethylene, High Density",HDPE,PE-HD,22.0,,960.0,,,,0.12
CERTENE™,HI-1752,"Polyethylene, High Density",HDPE,PE-HD,22.1,,814.0,,,,17.0
CERTENE™,HI-2053,"Polyethylene, High Density",HDPE,PE-HD,26.4,,1170.0,,,,20.0
CERTENE™,HI-255,"Polyethylene, High Density",HDPE,PE-HD,28.0,,1170.0,,,,2.0
CERTENE™,HI-2553,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1140.0,,,,25.0
CERTENE™,HI-4052,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1140.0,,,,40.0
CERTENE™,HI-752,"Polyethylene, High Density",HDPE,PE-HD,27.6,,1100.0,,,,7.0
